	ID	POEM_NUMBER	POEM_TITLE	STANZA	LINE_NUMBER	LINE_IN_SOURCE	LINE	RHYMEWORD	RHYME	RECONSTRUCTION	COMMENT	PROBLEMS	SPLIT_LINE	ALIGNMENT	RHYMEIDS	LENGTH
5811	5812	254	板	254.1	1	上帝板a[pan]板	上帝板板	板	254.1a	pan			上 + 帝 + 板 + 板	上 + 帝 + 板 + 板	0 0 1447 0	4
5812	5813	254	板	254.1	2	下民卒a[tan]癉。	下民卒癉	癉	254.1a	tan			下 + 民 + 卒 + 癉	下 + 民 + 卒 + 癉	0 0 0 1447	4
5813	5814	254	板	254.1	1	出話不a[njian]然	出話不然	然	254.1a	njian			出 + 話 + 不 + 然	出 + 話 + 不 + 然	0 0 0 1447	4
5814	5815	254	板	254.1	2	為猶不a[hiuan]遠 。	為猶不遠	遠	254.1a	hiuan			為 + 猶 + 不 + 遠	為 + 猶 + 不 + 遠	0 0 0 1447	4
5815	5816	254	板	254.1	1	靡聖管a[kuan]管	靡聖管管	管	254.1a	kuan			靡 + 聖 + 管 + 管	靡 + 聖 + 管 + 管	0 0 1447 0	4
5816	5817	254	板	254.1	2	不實於a[tan]亶。	不實於亶	亶	254.1a	tan			不 + 實 + 於 + 亶	不 + 實 + 於 + 亶	0 0 0 1447	4
5817	5818	254	板	254.1	1	猶之未a[hiuan]遠	猶之未遠	遠	254.1a	hiuan			猶 + 之 + 未 + 遠	猶 + 之 + 未 + 遠	0 0 0 1447	4
5818	5819	254	板	254.1	2	是用大a[kean]諫 。（元部）	是用大諫	諫	254.1a	kean	元部		是 + 用 + 大 + 諫	是 + 用 + 大 + 諫	0 0 0 1447	4
5819	5820	254	板	254.2	1	天之方a[nan]難	天之方難	難	254.2a				天 + 之 + 方 + 難	天 + 之 + 方 + 難	0 0 0 1448	4
5820	5821	254	板	254.2	2	無然憲a[xian]憲。（元部）	無然憲憲	憲	254.2a	xian	元部		無 + 然 + 憲 + 憲	無 + 然 + 憲 + 憲	0 0 1448 0	4
5821	5822	254	板	254.2	1	天之方b[kiuat]蹶	天之方蹶	蹶	254.2b	kiuat			天 + 之 + 方 + 蹶	天 + 之 + 方 + 蹶	0 0 0 1449	4
5822	5823	254	板	254.2	2	無然泄b[jiat]泄。（月部）	無然泄泄	泄	254.2b	jiat	月部		無 + 然 + 泄 + 泄	無 + 然 + 泄 + 泄	0 0 1449 0	4
5823	5824	254	板	254.2	1	辭之c[dziəp]輯矣	辭之輯矣	輯	254.2c	dziəp			辭 + 之 + 輯 + 矣	辭 + 之 + 輯 + 矣	0 0 1450 0	4
5824	5825	254	板	254.2	2	民之c[heəp]冾矣。（缉部）	民之冾矣	冾	254.2c	heəp	缉部		民 + 之 + 冾 + 矣	民 + 之 + 冾 + 矣	0 0 1450 0	4
5825	5826	254	板	254.2	1	辭之d[jyak]懌矣	辭之懌矣	懌	254.2d	jyak			辭 + 之 + 懌 + 矣	辭 + 之 + 懌 + 矣	0 0 1451 0	4
5826	5827	254	板	254.2	2	民之d[mak]莫矣 。（铎部）	民之莫矣	莫	254.2d	mak	铎部		民 + 之 + 莫 + 矣	民 + 之 + 莫 + 矣	0 0 1451 0	4
5828	5829	254	板	254.3	2	及爾同a[lyô]寮。	及爾同寮	寮	254.3a	lyô			及 + 爾 + 同 + 寮	及 + 爾 + 同 + 寮	0 0 0 1452	4
5830	5831	254	板	254.3	2	聽我囂a[xiô]囂。	聽我囂囂	囂	254.3a	xiô			聽 + 我 + 囂 + 囂	聽 + 我 + 囂 + 囂	0 0 1452 0	4
5832	5833	254	板	254.3	2	勿以為a[siô]笑。	勿以為笑	笑	254.3a	siô			勿 + 以 + 為 + 笑	勿 + 以 + 為 + 笑	0 0 0 1452	4
5834	5835	254	板	254.3	2	詢于芻a[njiô]蕘 。（宵部）	詢于芻蕘	蕘	254.3a	njiô	宵部		詢 + 于 + 芻 + 蕘	詢 + 于 + 芻 + 蕘	0 0 0 1452	4
5835	5836	254	板	254.4	1	天之方a[ngiôk]虐	天之方虐	虐	254.4a	ngiôk			天 + 之 + 方 + 虐	天 + 之 + 方 + 虐	0 0 0 1453	4
5836	5837	254	板	254.4	2	無然謔a[xiôk]謔。	無然謔謔	謔	254.4a	xiôk			無 + 然 + 謔 + 謔	無 + 然 + 謔 + 謔	0 0 1453 0	4
5838	5839	254	板	254.4	2	小子蹻a[kiôk]蹻。	小子蹻蹻	蹻	254.4a	kiôk			小 + 子 + 蹻 + 蹻	小 + 子 + 蹻 + 蹻	0 0 1453 0	4
5840	5841	254	板	254.4	2	爾用憂a[xiôk]謔。	爾用憂謔	謔	254.4a	xiôk			爾 + 用 + 憂 + 謔	爾 + 用 + 憂 + 謔	0 0 0 1453	4
5841	5842	254	板	254.4	1	多將熇a[xôk]熇	多將熇熇	熇	254.4a	xôk			多 + 將 + 熇 + 熇	多 + 將 + 熇 + 熇	0 0 1453 0	4
5842	5843	254	板	254.4	2	不可救a[jiôk]藥 。（药部）	不可救藥	藥	254.4a	jiôk	药部		不 + 可 + 救 + 藥	不 + 可 + 救 + 藥	0 0 0 1453	4
5843	5844	254	板	254.5	1	天之方a[dzyei]懠	天之方懠	懠	254.5a	dzyei			天 + 之 + 方 + 懠	天 + 之 + 方 + 懠	0 0 0 1454	4
5844	5845	254	板	254.5	2	無為夸a[biei]毗。	無為夸毗	毗	254.5a	biei			無 + 為 + 夸 + 毗	無 + 為 + 夸 + 毗	0 0 0 1454	4
5845	5846	254	板	254.5	1	威儀卒a[myei]迷	威儀卒迷	迷	254.5a	myei			威 + 儀 + 卒 + 迷	威 + 儀 + 卒 + 迷	0 0 0 1454	4
5846	5847	254	板	254.5	2	善人載a[sjiei]尸。	善人載尸	尸	254.5a	sjiei			善 + 人 + 載 + 尸	善 + 人 + 載 + 尸	0 0 0 1454	4
5847	5848	254	板	254.5	1	民之方殿a[xiei]屎	民之方殿屎	屎	254.5a	xiei			民 + 之 + 方 + 殿 + 屎	民 + 之 + 方 + 殿 + 屎	0 0 0 0 1454	5
5848	5849	254	板	254.5	2	則莫我敢a[giuei]葵。	則莫我敢葵	葵	254.5a	giuei			則 + 莫 + 我 + 敢 + 葵	則 + 莫 + 我 + 敢 + 葵	0 0 0 0 1454	5
5849	5850	254	板	254.5	1	喪亂蔑a[tziei]資	喪亂蔑資	資	254.5a	tziei			喪 + 亂 + 蔑 + 資	喪 + 亂 + 蔑 + 資	0 0 0 1454	4
5850	5851	254	板	254.5	2	曾莫惠我a[shiei]師 。（脂部）	曾莫惠我師	師	254.5a	shiei	脂部		曾 + 莫 + 惠 + 我 + 師	曾 + 莫 + 惠 + 我 + 師	0 0 0 0 1454	5
5852	5853	254	板	254.6	2	如壎如a[die]篪。	如壎如篪	篪	254.6a	die			如 + 壎 + 如 + 篪	如 + 壎 + 如 + 篪	0 0 0 1455	4
5853	5854	254	板	254.6	1	如璋如a[kyue]圭	如璋如圭	圭	254.6a	kyue			如 + 璋 + 如 + 圭	如 + 璋 + 如 + 圭	0 0 0 1455	4
5854	5855	254	板	254.6	2	如取如a[hyue]攜。（支部）	如取如攜	攜	254.6a	hyue	支部		如 + 取 + 如 + 攜	如 + 取 + 如 + 攜	0 0 0 1455	4
5855	5856	254	板	254.6	1	攜無日b[iek]益	攜無日益	益	254.6b	iek			攜 + 無 + 日 + 益	攜 + 無 + 日 + 益	0 0 0 1456	4
5856	5857	254	板	254.6	2	牖民孔b[jiek]易。	牖民孔易	易	254.6b	jiek			牖 + 民 + 孔 + 易	牖 + 民 + 孔 + 易	0 0 0 1456	4
5857	5858	254	板	254.6	1	民之多b[biek]辟	民之多辟	辟	254.6b	biek			民 + 之 + 多 + 辟	民 + 之 + 多 + 辟	0 0 0 1456	4
5858	5859	254	板	254.6	2	無自立b[biek]辟 。（锡部）	無自立辟	辟	254.6b	biek	锡部		無 + 自 + 立 + 辟	無 + 自 + 立 + 辟	0 0 0 1456	4
5859	5860	254	板	254.7	1	价人維a[piuan]藩	价人維藩	藩	254.7a	piuan			价 + 人 + 維 + 藩	价 + 人 + 維 + 藩	0 0 0 1457	4
5860	5861	254	板	254.7	2	大師維a[hiuan]垣	大師維垣	垣	254.7a	hiuan			大 + 師 + 維 + 垣	大 + 師 + 維 + 垣	0 0 0 1457	4
5862	5863	254	板	254.7	1	大邦維b[byeng]屏	大邦維屏	屏	254.7b	byeng			大 + 邦 + 維 + 屏	大 + 邦 + 維 + 屏	0 0 0 1458	4
5863	5864	254	板	254.7	2	大宗維a[han]翰	大宗維翰	翰	254.7a	han			大 + 宗 + 維 + 翰	大 + 宗 + 維 + 翰	0 0 0 1457	4
5865	5866	254	板	254.7	1	懷德維b[nyeng]寧	懷德維寧	寧	254.7b	nyeng			懷 + 德 + 維 + 寧	懷 + 德 + 維 + 寧	0 0 0 1458	4
5866	5867	254	板	254.7	2	宗子維b[zjieng]城。（耕部）	宗子維城	城	254.7b	zjieng	耕部		宗 + 子 + 維 + 城	宗 + 子 + 維 + 城	0 0 0 1458	4
5867	5868	254	板	254.7	1	無俾城c[hoəi]壞	無俾城壞	壞	254.7c	hoəi			無 + 俾 + 城 + 壞	無 + 俾 + 城 + 壞	0 0 0 1459	4
5868	5869	254	板	254.7	2	無獨斯c[iuəi]畏。（微部）	無獨斯畏	畏	254.7c	iuəi	微部		無 + 獨 + 斯 + 畏	無 + 獨 + 斯 + 畏	0 0 0 1459	4
5869	5870	254	板	254.8	1	敬天之a[na]怒	敬天之怒	怒	254.8a	na			敬 + 天 + 之 + 怒	敬 + 天 + 之 + 怒	0 0 0 1460	4
5870	5871	254	板	254.8	2	無敢戲a[jia]豫。（鱼部）	無敢戲豫	豫	254.8a	jia	鱼部		無 + 敢 + 戲 + 豫	無 + 敢 + 戲 + 豫	0 0 0 1460	4
5871	5872	254	板	254.8	1	敬天之b[jio]渝	敬天之渝	渝	254.8b	jio			敬 + 天 + 之 + 渝	敬 + 天 + 之 + 渝	0 0 0 1461	4
5872	5873	254	板	254.8	2	無敢馳b[khio]驅。（侯部）	無敢馳驅	驅	254.8b	khio	侯部		無 + 敢 + 馳 + 驅	無 + 敢 + 馳 + 驅	0 0 0 1461	4
5873	5874	254	板	254.8	1	昊天曰c[myang]明	昊天曰明	明	254.8c	myang			昊 + 天 + 曰 + 明	昊 + 天 + 曰 + 明	0 0 0 1462	4
5874	5875	254	板	254.8	2	及爾出c[hiuang]王。（阳部）	及爾出王	王	254.8c	hiuang	阳部		及 + 爾 + 出 + 王	及 + 爾 + 出 + 王	0 0 0 1462	4
5875	5876	254	板	254.8	1	昊天曰d[tan]旦	昊天曰旦	旦	254.8d	tan			昊 + 天 + 曰 + 旦	昊 + 天 + 曰 + 旦	0 0 0 1463	4
5876	5877	254	板	254.8	2	及爾游d[jian]衍。（元部）	及爾游衍	衍	254.8d	jian	元部		及 + 爾 + 游 + 衍	及 + 爾 + 游 + 衍	0 0 0 1463	4
5878	5879	255	蕩	255.1	1	蕩蕩上a[tyek]帝	蕩蕩上帝	帝	255.1a	tyek			蕩 + 蕩 + 上 + 帝	蕩 + 蕩 + 上 + 帝	0 0 0 1464	4
5879	5880	255	蕩	255.1	2	下民之a[piek]辟。	下民之辟	辟	255.1a	piek			下 + 民 + 之 + 辟	下 + 民 + 之 + 辟	0 0 0 1464	4
5880	5881	255	蕩	255.1	1	疾威上a[tyek]帝	疾威上帝	帝	255.1a	tyek			疾 + 威 + 上 + 帝	疾 + 威 + 上 + 帝	0 0 0 1464	4
5881	5882	255	蕩	255.1	2	其命多a[piek]辟。（锡部）	其命多辟	辟	255.1a	piek	锡部		其 + 命 + 多 + 辟	其 + 命 + 多 + 辟	0 0 0 1464	4
5883	5884	255	蕩	255.1	2	其命匪b[zjiəm]諶。	其命匪諶	諶	255.1b	zjiəm			其 + 命 + 匪 + 諶	其 + 命 + 匪 + 諶	0 0 0 1465	4
5885	5886	255	蕩	255.1	2	鮮克有b[tjiuəm]終。（侵部）	鮮克有終	終	255.1b	tjiuəm	侵部		鮮 + 克 + 有 + 終	鮮 + 克 + 有 + 終	0 0 0 1465	4
5887	5888	255	蕩	255.2	2	咨女殷A[sjiang]商。	咨女殷商	商	255.2a	sjiang			咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商	0 0 0 1466	4
5889	5890	255	蕩	255.2	2	曾是掊b[khək]克。	曾是掊克	克	255.2b	khək			曾 + 是 + 掊 + 克	曾 + 是 + 掊 + 克	0 0 0 1467	4
5891	5892	255	蕩	255.2	2	曾是在b[biuək]服。	曾是在服	服	255.2b	biuək			曾 + 是 + 在 + 服	曾 + 是 + 在 + 服	0 0 0 1467	4
5892	5893	255	蕩	255.2	1	天降慆b[tək]德	天降慆德	德	255.2b	tək			天 + 降 + 慆 + 德	天 + 降 + 慆 + 德	0 0 0 1467	4
5893	5894	255	蕩	255.2	2	女興是b[liək]力 。（职部）	女興是力	力	255.2b	liək	职部		女 + 興 + 是 + 力	女 + 興 + 是 + 力	0 0 0 1467	4
5895	5896	255	蕩	255.3	2	咨女殷A[sjiang]商。	咨女殷商	商	255.3a	sjiang			咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商	0 0 0 1468	4
5896	5897	255	蕩	255.3	1	而秉義b[liuət]類 	而秉義類	類	255.3b	liuət			而 + 秉 + 義 + 類	而 + 秉 + 義 + 類	0 0 0 1469	4
5897	5898	255	蕩	255.3	2	彊禦多b[diuət]懟。	彊禦多懟	懟	255.3b	diuət			彊 + 禦 + 多 + 懟	彊 + 禦 + 多 + 懟	0 0 0 1469	4
5898	5899	255	蕩	255.3	1	流言以b[tuət]對	流言以對	對	255.3b	tuət			流 + 言 + 以 + 對	流 + 言 + 以 + 對	0 0 0 1469	4
5899	5900	255	蕩	255.3	2	寇攘式b[nuət]內。（物部）	寇攘式內	內	255.3b	nuət	物部		寇 + 攘 + 式 + 內	寇 + 攘 + 式 + 內	0 0 0 1469	4
5900	5901	255	蕩	255.3	1	侯作侯c[tjiuk]祝	侯作侯祝	祝	255.3c	tjiuk			侯 + 作 + 侯 + 祝	侯 + 作 + 侯 + 祝	0 0 0 1470	4
5901	5902	255	蕩	255.3	2	靡屆靡c[kiu]究 。（觉幽通韵）	靡屆靡究	究	255.3c	kiu	觉幽通韵		靡 + 屆 + 靡 + 究	靡 + 屆 + 靡 + 究	0 0 0 1470	4
5903	5904	255	蕩	255.4	2	咨女殷A[sjiang]商。	咨女殷商	商	255.4a	sjiang			咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商	0 0 0 1471	4
5904	5905	255	蕩	255.4	1	女炰烋于中b[kuək]國	女炰烋于中國	國	255.4b	kuək			女 + 炰 + 烋 + 于 + 中 + 國	女 + 炰 + 烋 + 于 + 中 + 國	0 0 0 0 0 1472	6
5905	5906	255	蕩	255.4	2	歛怨以為b[tək]德。	歛怨以為德	德	255.4b	tək			歛 + 怨 + 以 + 為 + 德	歛 + 怨 + 以 + 為 + 德	0 0 0 0 1472	5
5906	5907	255	蕩	255.4	1	不明爾b[tək]德	不明爾德	德	255.4b	tək			不 + 明 + 爾 + 德	不 + 明 + 爾 + 德	0 0 0 1472	4
5907	5908	255	蕩	255.4	2	時無背無b[tzhiək]側 。（职部）	時無背無側	側	255.4b	tzhiək	职部		時 + 無 + 背 + 無 + 側	時 + 無 + 背 + 無 + 側	0 0 0 0 1472	5
5908	5909	255	蕩	255.4	1	爾德不c[myang]明	爾德不明	明	255.4c	myang			爾 + 德 + 不 + 明	爾 + 德 + 不 + 明	0 0 0 1473	4
5909	5910	255	蕩	255.4	2	以無陪無c[khyang]卿。（阳部）	以無陪無卿	卿	255.4c	khyang	阳部		以 + 無 + 陪 + 無 + 卿	以 + 無 + 陪 + 無 + 卿	0 0 0 0 1473	5
5911	5912	255	蕩	255.5	2	咨女殷A[sjiang]商。	咨女殷商	商	255.5a	sjiang			咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商	0 0 0 1474	4
5913	5914	255	蕩	255.5	2	不義從b[sjiək]式。	不義從式	式	255.5b	sjiək			不 + 義 + 從 + 式	不 + 義 + 從 + 式	0 0 0 1475	4
5914	5915	255	蕩	255.5	1	既愆爾b[tjiə]止	既愆爾止	止	255.5b	tjiə			既 + 愆 + 爾 + 止	既 + 愆 + 爾 + 止	0 0 0 1475	4
5915	5916	255	蕩	255.5	2	靡明靡b[xuə]晦。（职之通韵）	靡明靡晦	晦	255.5b	xuə	职之通韵		靡 + 明 + 靡 + 晦	靡 + 明 + 靡 + 晦	0 0 0 1475	4
5916	5917	255	蕩	255.5	1	式號式c[xa]呼	式號式呼	呼	255.5c	xa			式 + 號 + 式 + 呼	式 + 號 + 式 + 呼	0 0 0 1476	4
5917	5918	255	蕩	255.5	2	俾晝作c[jyak]夜 。（鱼铎通韵）	俾晝作夜	夜	255.5c	jyak	鱼铎通韵		俾 + 晝 + 作 + 夜	俾 + 晝 + 作 + 夜	0 0 0 1476	4
5919	5920	255	蕩	255.6	2	咨女殷A[sjiang]商。	咨女殷商	商	255.6a	sjiang			咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商	0 0 0 1477	4
5920	5921	255	蕩	255.6	1	如蜩如b[dang]螗	如蜩如螗	螗	255.6b	dang			如 + 蜩 + 如 + 螗	如 + 蜩 + 如 + 螗	0 0 0 1478	4
5921	5922	255	蕩	255.6	2	如沸如b[keang]羹。	如沸如羹	羹	255.6b	keang			如 + 沸 + 如 + 羹	如 + 沸 + 如 + 羹	0 0 0 1478	4
5922	5923	255	蕩	255.6	1	小大近b[sang]喪	小大近喪	喪	255.6b	sang			小 + 大 + 近 + 喪	小 + 大 + 近 + 喪	0 0 0 1478	4
5923	5924	255	蕩	255.6	2	人尚乎由b[heang]行。	人尚乎由行	行	255.6b	heang			人 + 尚 + 乎 + 由 + 行	人 + 尚 + 乎 + 由 + 行	0 0 0 0 1478	5
5925	5926	255	蕩	255.6	2	覃及鬼b[piuang]方 。（阳部）	覃及鬼方	方	255.6b	piuang	阳部		覃 + 及 + 鬼 + 方	覃 + 及 + 鬼 + 方	0 0 0 1478	4
5927	5928	255	蕩	255.7	2	咨女殷A[sjiang]商。	咨女殷商	商	255.7a	sjiang			咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商	0 0 0 1479	4
5928	5929	255	蕩	255.7	1	匪上帝不b[zjiə]時	匪上帝不時	時	255.7b	zjiə			匪 + 上 + 帝 + 不 + 時	匪 + 上 + 帝 + 不 + 時	0 0 0 0 1480	5
5929	5930	255	蕩	255.7	2	殷不用b[giuə]舊。（之部）	殷不用舊	舊	255.7b	giuə	之部		殷 + 不 + 用 + 舊	殷 + 不 + 用 + 舊	0 0 0 1480	4
5931	5932	255	蕩	255.7	2	尚有典c[hyeng]刑。	尚有典刑	刑	255.7c	hyeng			尚 + 有 + 典 + 刑	尚 + 有 + 典 + 刑	0 0 0 1481	4
5932	5933	255	蕩	255.7	1	曾是莫c[thyeng]聽	曾是莫聽	聽	255.7c	thyeng			曾 + 是 + 莫 + 聽	曾 + 是 + 莫 + 聽	0 0 0 1481	4
5933	5934	255	蕩	255.7	2	大命以c[khiueng]傾 。（耕部）	大命以傾	傾	255.7c	khiueng	耕部		大 + 命 + 以 + 傾	大 + 命 + 以 + 傾	0 0 0 1481	4
5935	5936	255	蕩	255.8	2	咨女殷A[sjiang]商。	咨女殷商	商	255.8a	sjiang			咨 + 女 + 殷 + 商	咨 + 女 + 殷 + 商	0 0 0 1482	4
5937	5938	255	蕩	255.8	2	顛沛之b[kiat]揭。	顛沛之揭	揭	255.8b	kiat			顛 + 沛 + 之 + 揭	顛 + 沛 + 之 + 揭	0 0 0 1483	4
5938	5939	255	蕩	255.8	1	枝葉未有b[hat]害	枝葉未有害	害	255.8b	hat			枝 + 葉 + 未 + 有 + 害	枝 + 葉 + 未 + 有 + 害	0 0 0 0 1483	5
5939	5940	255	蕩	255.8	2	本實先b[puat]撥。	本實先撥	撥	255.8b	puat			本 + 實 + 先 + 撥	本 + 實 + 先 + 撥	0 0 0 1483	4
5941	5942	255	蕩	255.8	2	在夏后之b[sjiat]世 。（月部）	在夏后之世	世	255.8b	sjiat	月部		在 + 夏 + 后 + 之 + 世	在 + 夏 + 后 + 之 + 世	0 0 0 0 1483	5
5943	5944	256	抑	256.1	2	維德之a[ngio]隅。	維德之隅	隅	256.1a	ngio			維 + 德 + 之 + 隅	維 + 德 + 之 + 隅	0 0 0 1484	4
5945	5946	256	抑	256.1	2	靡哲不a[ngio]愚。（侯部）	靡哲不愚	愚	256.1a	ngio	侯部		靡 + 哲 + 不 + 愚	靡 + 哲 + 不 + 愚	0 0 0 1484	4
5947	5948	256	抑	256.1	2	亦職維b[dziet]疾。	亦職維疾	疾	256.1b	dziet			亦 + 職 + 維 + 疾	亦 + 職 + 維 + 疾	0 0 0 1485	4
5949	5950	256	抑	256.1	2	亦維斯b[lyet]戾。（质部）	亦維斯戾	戾	256.1b	lyet	质部		亦 + 維 + 斯 + 戾	亦 + 維 + 斯 + 戾	0 0 0 1485	4
5951	5952	256	抑	256.2	2	四方其a[xiuən]訓之。	四方其訓之	訓	256.2a	xiuən			四 + 方 + 其 + 訓 + 之	四 + 方 + 其 + 訓 + 之	0 0 0 1486 0	5
5953	5954	256	抑	256.2	2	四國a[djiuən]順之。（文部）	四國順之	順	256.2a	djiuən	文部		四 + 國 + 順 + 之	四 + 國 + 順 + 之	0 0 1486 0	4
5955	5956	256	抑	256.2	2	遠猶辰b[kuk]告。	遠猶辰告	告	256.2b	kuk			遠 + 猶 + 辰 + 告	遠 + 猶 + 辰 + 告	0 0 0 1487	4
5957	5958	256	抑	256.2	2	維民之b[tzək]則。（觉职合韵）	維民之則	則	256.2b	tzək	觉职合韵		維 + 民 + 之 + 則	維 + 民 + 之 + 則	0 0 0 1487	4
5959	5960	256	抑	256.3	2	興迷亂于a[tjieng]政。	興迷亂于政	政	256.3a	tjieng			興 + 迷 + 亂 + 于 + 政	興 + 迷 + 亂 + 于 + 政	0 0 0 0 1488	5
5961	5962	256	抑	256.3	2	荒湛于b[tziu]酒。	荒湛于酒	酒	256.3b	tziu			荒 + 湛 + 于 + 酒	荒 + 湛 + 于 + 酒	0 0 0 1489	4
5963	5964	256	抑	256.3	2	弗念厥b[zjiô]紹。（幽宵合韵）	弗念厥紹	紹	256.3b	zjiô	幽宵合韵		弗 + 念 + 厥 + 紹	弗 + 念 + 厥 + 紹	0 0 0 1489	4
5965	5966	256	抑	256.3	2	克共明a[hyeng]刑 。（耕部）	克共明刑	刑	256.3a	hyeng	耕部		克 + 共 + 明 + 刑	克 + 共 + 明 + 刑	0 0 0 1488	4
5966	5967	256	抑	256.4	1	肆皇天弗a[zjiang]尚	肆皇天弗尚	尚	256.4a	zjiang			肆 + 皇 + 天 + 弗 + 尚	肆 + 皇 + 天 + 弗 + 尚	0 0 0 0 1490	5
5968	5969	256	抑	256.4	3	無淪胥以a[miuang]亡。（阳部）	無淪胥以亡	亡	256.4a	miuang	阳部		無 + 淪 + 胥 + 以 + 亡	無 + 淪 + 胥 + 以 + 亡	0 0 0 0 1490	5
5969	5970	256	抑	256.4	1	夙興夜b[muət]寐	夙興夜寐	寐	256.4b	muət			夙 + 興 + 夜 + 寐	夙 + 興 + 夜 + 寐	0 0 0 1491	4
5970	5971	256	抑	256.4	2	洒掃廷b[nuət]內	洒掃廷內	內	256.4b	nuət			洒 + 掃 + 廷 + 內	洒 + 掃 + 廷 + 內	0 0 0 1491	4
5972	5973	256	抑	256.4	1	維民之c[tjiang]章。	維民之章	章	256.4c	tjiang			維 + 民 + 之 + 章	維 + 民 + 之 + 章	0 0 0 1492	4
5974	5975	256	抑	256.4	2	弓矢戎c[pyang]兵。	弓矢戎兵	兵	256.4c	pyang			弓 + 矢 + 戎 + 兵	弓 + 矢 + 戎 + 兵	0 0 0 1492	4
5976	5977	256	抑	256.4	2	用逖蠻c[piuang]方 。（阳部）	用逖蠻方	方	256.4c	piuang	阳部		用 + 逖 + 蠻 + 方	用 + 逖 + 蠻 + 方	0 0 0 1492	4
5978	5979	256	抑	256.5	2	謹爾侯a[dak]度	謹爾侯度	度	256.5a	dak			謹 + 爾 + 侯 + 度	謹 + 爾 + 侯 + 度	0 0 0 1493	4
5979	5980	256	抑	256.5	3	用戒不a[ngiua]虞。（铎鱼通韵）	用戒不虞	虞	256.5a	ngiua	铎鱼通韵		用 + 戒 + 不 + 虞	用 + 戒 + 不 + 虞	0 0 0 1493	4
5981	5982	256	抑	256.5	2	敬爾威b[ngiai]儀	敬爾威儀	儀	256.5b	ngiai			敬 + 爾 + 威 + 儀	敬 + 爾 + 威 + 儀	0 0 0 1494	4
5982	5983	256	抑	256.5	3	無不柔b[keai]嘉。	無不柔嘉	嘉	256.5b	keai			無 + 不 + 柔 + 嘉	無 + 不 + 柔 + 嘉	0 0 0 1494	4
5984	5985	256	抑	256.5	2	尚可b[mai]磨也。	尚可磨也	磨	256.5b	mai			尚 + 可 + 磨 + 也	尚 + 可 + 磨 + 也	0 0 1494 0	4
5986	5987	256	抑	256.5	2	不可b[hiuai]為也 。（歌部）	不可為也	為	256.5b	hiuai	歌部		不 + 可 + 為 + 也	不 + 可 + 為 + 也	0 0 1494 0	4
5989	5990	256	抑	256.6	3	莫捫朕a[djiat]舌。	莫捫朕舌	舌	256.6a	djiat			莫 + 捫 + 朕 + 舌	莫 + 捫 + 朕 + 舌	0 0 0 1495	4
5990	5991	256	抑	256.6	1	言不可a[zjiat]逝矣。（月部）	言不可逝矣	逝	256.6a	zjiat	月部		言 + 不 + 可 + 逝 + 矣	言 + 不 + 可 + 逝 + 矣	0 0 0 1495 0	5
5991	5992	256	抑	256.6	1	無言不b[zjiu]讎	無言不讎	讎	256.6b	zjiu			無 + 言 + 不 + 讎	無 + 言 + 不 + 讎	0 0 0 1496	4
5992	5993	256	抑	256.6	2	無德不b[pu]報。（幽部）	無德不報	報	256.6b	pu	幽部		無 + 德 + 不 + 報	無 + 德 + 不 + 報	0 0 0 1496	4
5993	5994	256	抑	256.6	1	惠于朋c[hiuə]友	惠于朋友	友	256.6c	hiuə			惠 + 于 + 朋 + 友	惠 + 于 + 朋 + 友	0 0 0 1497	4
5994	5995	256	抑	256.6	2	庶民小c[tziə]子。（之部）	庶民小子	子	256.6c	tziə	之部		庶 + 民 + 小 + 子	庶 + 民 + 小 + 子	0 0 0 1497	4
5995	5996	256	抑	256.6	1	子孫繩d[djiəng]繩	子孫繩繩	繩	256.6d	djiəng			子 + 孫 + 繩 + 繩	子 + 孫 + 繩 + 繩	0 0 1498 0	4
5996	5997	256	抑	256.6	2	萬民靡不d[zjiəng]承。（蒸部）	萬民靡不承	承	256.6d	zjiəng	蒸部		萬 + 民 + 靡 + 不 + 承	萬 + 民 + 靡 + 不 + 承	0 0 0 0 1498	5
5998	5999	256	抑	256.7	2	輯柔爾a[ngean]顏	輯柔爾顏	顏	256.7a	ngean			輯 + 柔 + 爾 + 顏	輯 + 柔 + 爾 + 顏	0 0 0 1499	4
5999	6000	256	抑	256.7	3	不遐有a[khian]愆。（元部）	不遐有愆	愆	256.7a	khian	元部		不 + 遐 + 有 + 愆	不 + 遐 + 有 + 愆	0 0 0 1499	4
6001	6002	256	抑	256.7	2	尚不媿于屋b[lo]漏。	尚不媿于屋漏	漏	256.7b	lo			尚 + 不 + 媿 + 于 + 屋 + 漏	尚 + 不 + 媿 + 于 + 屋 + 漏	0 0 0 0 0 1500	6
6003	6004	256	抑	256.7	2	莫予云b[ko]覯。（侯部）	莫予云覯	覯	256.7b	ko	侯部		莫 + 予 + 云 + 覯	莫 + 予 + 云 + 覯	0 0 0 1500	4
6004	6005	256	抑	256.7	1	神之c[keak]格思	神之格思	格	256.7c	keak			神 + 之 + 格 + 思	神 + 之 + 格 + 思	0 0 1501 0	4
